"","estimate","san.se","p"
"at_least_4anc",0.0827914531565039,0.140040855777547,0.554389775263467
"ga_lt_16_anc1",0.128714368364113,0.118776929266175,0.278513481477478
"at_least_3anc",0.0388317754611213,0.13346948068878,0.771096264259242
"mean_ga_anc1",-0.333523203776419,0.29008521914419,0.250250088021421
